Title,Company,Company_Rating,Location,Salary,Date,Description
"Information Security, Data Analyst II",Conduent,2.7,"Monterrey, N. L.",,Postedhace 30+ días,"This data source will primarily be SharePoint but may include other data sources as required.
 Gather, manage, and analyze information from specified data…"
nuevo empleoData Entry Clerk,Juniper Data Center,3.6,"La Paz, B.C.S.",,Postedhace 8 días,"Examine cuidadosamente los sitios web y las fuentes digitales en busca de datos e información.
 Conocimientos de Office, Internet y Windows."
Billing and Data Entry Clerk,PAM Transport,2.7,"Monterrey, N. L.",,EmployerActivo hace 13 días,"As an entry-level role, you will be responsible for transferring data from shipping documents to the system in order to generate an invoice."
DATA STAFF,Samsung Electronics,4.0,"Tijuana, B.C.",,Postedhace 14 días,"Procures the materials needed for production to prevent disruption in production.
 Manages material inventory to avoid problems in procurement of material."
Front Office - Operador de Cuarto de Control México,Enel,3.9,"Miguel Hidalgo, CDMX",,Postedhace 29 días,"Capacidad para comprender e interactuar con los sistemas de información de gestión para el procesamiento de datos (bases de datos, herramientas de inteligencia…"
Digital Marketing Analyst (Remoto - Mexico),Remoteco,,Remoto,,EmployerActivo hace 3 días,"Excellent Excel and data analysis skills, able to read, interpret and use data to inform ad strategies • Understanding of Google Analytics • Digital marketing…"
nuevo empleoData Scientist / ML Engineer,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 5 días,"Undertake preprocessing of structured and unstructured data.
 Identify valuable data sources and automate collection processes."
Data Technicians - copy,Honeywell,3.7,"Chihuahua, Chih.",,Postedhace 30+ días,"Responsible for performance report and scorecards.
 Assist in production plan execution.
 Track HSE & 5S training, audit and action."
Data Analyst Junior,Mensch México,,"Remoto in Miguel Hidalgo, CDMX","$14,000 al mes",Postedhace 29 días,"Publicidad, Mercadotecnia, Estadística, Matemáticas, Actuaria, Economía y tienes experiencia en recolección y análisis de datos, uso de bases de datos,…"
nuevo empleoReceptionist (Remoto-Mexico),Remoteco,,Remoto,"$11,000 - $12,000 al mes",Postedhace 1 día,"Assist in data entry to Epic.
 Schedule phone calls for customers."
Data Visualization Analyst,Mozper,,Remoto,,EmployerActivo hace 16 días,"Provide guidance on data visualization techniques and options to our stakeholders.
 Design, develop and implement data visualizations and dashboards for the…"
Data Scientist,Go-Sharp,4.3,"Remoto in Miguel Hidalgo, CDMX","$18,000 - $22,000 al mes",Postedhace 30+ días,"Manipulación de datos (data wrangling, data munging, data tyding, etc).
 Manipulación de datos (data wrangling, data munging, data tyding, etc)."
Consumer Insights Assistant Temp,International Flavors & Fragrances,3.8,"Tlalnepantla, Méx.",,Postedhace 12 días,"Basic skills in CI methodologies and data analysis: JMP, Excel XLStat, PowerPoint.
 Support logistic of qualitative and quantitative consumer studies, analyze,…"
Data Engineer - Data Integration,IBM,3.9,"Remoto in Guadalajara, Jal.",,Postedhace 30+ días,The ideal candidate will be well versed with sql and experienced in data transformation and curating data for analytics consumption.
Data Reporting Analyst,Array Marketing,3.0,Remoto,,Postedhace 30+ días,"Demonstrated knowledge of the master data lifecycle, including experience with data profiling and data quality.
 Expertise in process ordering systems."
Operations Support Specialist,Choice Logistics,,Remoto,,EmployerActivo hace 12 días,The Operations Support Specialist is responsible for supporting clients and vendors and works to ensure Choice Logistics meets client requirements.
nuevo empleoBusiness Intelligence Analyst (Data Scientist),Continental,4.0,"Guadalajara, Jal.",,Postedhace 1 día,"Wrangle big data, identify and resolve data integrity issues, and produce custom data sets.
 Data Quality: As a subject matter expert on volume and sales…"
Innovation and Transformation Director,Global Institute for Digital Competitiveness,,"Cuauhtémoc, CDMX",,EmployerActivo hace 16 días,"Experience at Director level preferably in technology companies.
 Undergraduate degree in business, finance or related field 8+ years work experience in…"
"Sr. Specialist, Data Analytics",AT&T,3.7,"Azcapotzalco, CDMX",,Postedhace 14 días,"Fulfill analysis requests by using complex queries to join data from various sources including relational databases, DataMart, data lakes and other sources."
Wanted Logistic Coordinator & SMR (Remoto-Mexico),Remoteco,,Remoto,"$9,000 - $10,000 al mes",EmployerActivo hace 23 días,"Maintain and support supplier relations.
 Create an overview of the product label and SKU management.
 Work with Tec Pack creation and management,."
Data science trainee,NOKIA,4.1,"Naucalpan, Méx.",,Postedhace 30+ días,"Understanding of data science business practices and tools.
 Several years of academic studies focusing on data science.
 Fluency in written and spoken English."
"nuevo empleoAnalyst, Credit Analysis Unit",HSBC,4.0,"Cuauhtémoc, CDMX",,PostedRecién publicado,"Capacity to process multiple sources of information, discern critical data, and synthesize complex information.
 Master in Finance or MBA, desirable."
nuevo empleoDesarrollador Jr,Recurso Confiable S.A de C.V,,"Tlalnepantla, Méx.","$18,500 al mes",Postedhace 2 días,Recurso confiable con mas de 22 años dedicados en brindar soluciones de recursos humanos y software innovadoras.
Data Analyst,Apple Leisure Group,,"Cancún, QRoo.",,Postedhace 21 días,"Possess strong knowledge of data query language, data definition and data manipulation.
 Develop interactive executive dashboards, UI development, and/or BI data…"
Product Data Analyst,American Standard,3.6,"Ecatepec, Méx.",,Postedhace 30+ días,The Packaging and Engineering Data Analyst is responsible for uploading the necessary information (packaging and engineering data) to enable commercial product…
Analytics Data Engineer,HQ,,"Cuajimalpa, CDMX",,Postedhace 23 días,"They should enjoy optimizing data models to industry standards.
 Somos una empresa 100% mexicana con más de 25 años de experiencia en conectar el talento con las…"
Data Entry Representive,Herbalife Internacional de México,4.2,"Guadalajara, Jal.",,EmployerActivo hace 8 días,"Prior transcript and or data entry experience.
 Efficient with data entry and quick to learning how to navigate through various database types."
Desarrollador Big Data Jr.,Pypol Consulting,,"Benito Juárez, CDMX","$25,000 al mes",Postedhace 12 días,"Desarrolladores (as) Big Data Junior con interés en seguir creciendo su carrera en el procesamiento de datos.
 Conocimiento en Base de datos Relacionales (Oracle…"
Inside Sales Representative,TelQuest International,,Remoto,"$42,000 - $80,000 al año",EmployerActivo hace 9 días,"Ability to document, organize and summarize data in complete detail.
 Facilitate the collection of data and information to be able to develop pricing proposals."
Customer Planning Manager,LEGO,4.2,"Naucalpan, Méx.",,Postedhace 30+ días,"At the LEGO Group, every single person on our team is united behind our mission to inspire and develop the builders of tomorrow.
 What your day will look like:"
nuevo empleoAdministrative Assistant,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 5 días,If you are the owner of personal data in possession of the Company and wish to obtain further information regarding the processing of your personal data or the…
Director Comercial Instalaciones de Automatización,Wurzel Group,,"Colonia Polanco, CDMX","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Control temperatura de data centers.
 Puesto: * DIRECTOR COMERCIAL INSTALACIONES DE AUTOMATIZACION.
 Descripción: *Importante empresa de instalaciones de…"
nuevo empleoAnalista Data Entry,Travalex,,"Tijuana, B.C.","$2,500 por semana",Postedhace 2 días,"Analisis de bases de datos.
 Investigar fuentes de información incompletos.
 Carrera trunca o nivel licenciatura en Derecho, Contabilidad, Economia o Ciencias…"
LEGAL ASSISTANT,ATENCION AL CLIENTE Y VENTAS,3.9,"Cuauhtémoc, CDMX",,Postedhace 13 días,"Manage some billing, client services, data entry and general admin work.
 United Legal Group is a third-party collection agency looking for a professional,…"
HR Consultant,HSBC,4.0,"Cuauhtémoc, CDMX",,Postedhace 13 días,"Experience in data management and impactful presentations.
 As an HR Consultant you will support the successful delivery of HR projects and initiatives that…"
Product Manager - Parcel,99 Minutos,2.3,"11560, Colonia Polanco, CDMX","$60,000 - $70,000 al mes",EmployerActivo hace 3 días,"Build, maintain, and regularly communicate detailed reporting for other leaders across the company who will use your team's data to inform their own operations…"
Accounts Payable Specialist II,FieldCore,3.6,Remoto,,Postedhace 14 días,"Ability to meet deadlines and ensure data accuracy in a fast-paced environment.
 Experience with data entry into an ERP system and operating in a purchase order…"
Associate Software Engineer,"Urban Science Applications, Inc.",3.3,"11560, Colonia Polanco, CDMX",,Postedhace 13 días,"Communicate ideas, facts and data in writing.
 Develop unit and automated tests for validating functionality and data.
 Execute tests in support of test plans."
Accounts Payable Specialist II,FieldCore,3.6,Remoto,,Postedhace 14 días,"Ability to meet deadlines and ensure data accuracy in a fast-paced environment.
 Experience with data entry into an ERP system and operating in a purchase order…"
Associate Software Engineer,"Urban Science Applications, Inc.",3.3,"11560, Colonia Polanco, CDMX",,Postedhace 13 días,"Communicate ideas, facts and data in writing.
 Develop unit and automated tests for validating functionality and data.
 Execute tests in support of test plans."
nuevo empleoSDET BackEnd,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 5 días,We're looking for a Backend SDET/API Testing with knowledge on RESTful services testing through automated script using Rest Assured (mainly) or another…
Data Science - Product Analytics,Konfio,,"Miguel Hidalgo, CDMX",,Postedhace 15 días,"Be comfortable creating data visualizations to fulfill ad hoc analytical requests.
 Konfio is seeking for a talented individual who possesses curiosity and an…"
Semi Sr Data Scientist,Eos The Fintech Co,,"11000, Colonia Lomas de Chapultepec, CDMX",,EmployerActivo hace 12 días,"Licenciatura en carreras como, Actuaría, Matemáticas, Sistemas, Economía a fin.
 Experiencia en riesgo financiero o crediticio (indispensable)."
ADMIN CLERICAL,ATENCION AL CLIENTE Y VENTAS,3.9,"Cuauhtémoc, CDMX",,Postedhace 13 días,Candidates must have at least three (2-3) years office admin experience and must be a self-starter with a strong ability to multitask.
Data Input,Samsung Electronics,4.0,"Tijuana, B.C.",,Postedhace 14 días,"Procures the materials needed for production to prevent disruption in production.
 Manages material inventory to avoid problems in procurement of material."
Data Scientist,Eos The Fintech Co,,"Pachuca, Hgo.+1 ubicación",,EmployerActivo hace 5 días,"Licenciatura en carreras como, Actuaría, Matemáticas, Sistemas, Economía a fin.
 Experiencia en riesgo financiero o crediticio (indispensable)."
US property management - Property Manager Assistant (Remoto-...,Remoteco,,Remoto,,EmployerActivo hace 5 días,"Administrative tasks such as entering invoices to software, data entering, listing, lease creation, lease renewals, and etc.
 On-boarding owners and tenants."
"Data Engineer Operations (remoto, inglès conversacional)",Selecciona Talento,,"Los Mochis, Sin.",,EmployerActivo hace 10 días,"Utilize best practices for data governance, data quality, data cleansing, and other ETL-related activities.*.
 Additionally, this role will help build analytical…"
Director de operaciones exp previa en fintech sofo o sofol,opay okredito,,"Cuauhtémoc, CDMX",,EmployerActivo hace 7 días,"Generar data y realizar análisis de la misma por cada uno de los merchants de la compañía, en conjunto con el área comercial para crear un solo proceso y ciclo…"
nuevo empleoData Engineer,GRUPO LEEWAY,,"Remoto in Cuauhtémoc, CDMX",,Postedhace 2 días,"*_Sueldo a tratar (Depende experiencia)._*.
 Vivir o sin problema en trasladarse a CDMX.
 *5 años de experiencia como Data Engineer.*."
UX Research,HSBC,4.0,"Cuauhtémoc, CDMX",,Postedhace 30+ días,"Focused in user centric mindset, with data driven and critical thinking.
 Experience driving heuristic evaluations, testing methods, quantitative and qualitative…"
nuevo empleoFOOD SAFETY INTERN,Kellogg Company,3.6,"Querétaro, Qro.",,PostedHoy,"Documenting processes in the data base.
 You will be responsible of Supporting the Food Safety team in various projects, by identifying opportunities and…"
